Type,Compound ID,Protein ID,Predicted Value,Original Value,Difference,Difference Sq
PREDICTION,CHEMBL204773,P28702,6.41698360443115,6.14,-0.276983604431153,0.076719917123673
PREDICTION,CHEMBL106896,P28704,8.17040252685547,6.58,-1.59040252685547,2.52938019742826
PREDICTION,CHEMBL41890,P28704,5.53548383712769,7.16,1.62451616287231,2.63905276343339
PREDICTION,CHEMBL101308,P28704,5.92133569717407,5.23,-0.691335697174072,0.47794504618716
PREDICTION,CHEMBL102039,P28704,7.10986328125,6.03,-1.07986328125,1.16610470619202
PREDICTION,CHEMBL100623,P28705,6.3948245048523,6.39,-0.004824504852295,2.32758470698203E-05
PREDICTION,CHEMBL118693,P28705,4.84489107131958,6.87,2.02510892868042,4.10106617302116
PREDICTION,CHEMBL89581,P28705,7.17716121673584,6.52,-0.65716121673584,0.43186086478173
PREDICTION,CHEMBL96184,P28705,6.40041255950928,7.64,1.23958744049072,1.53657702262234
PREDICTION,CHEMBL4091374,P35396,6.16350221633911,5.81,-0.353502216339111,0.124963816956664
PREDICTION,CHEMBL239352,P35396,6.75837850570679,6.43,-0.328378505706787,0.107832443010223
PREDICTION,CHEMBL1257895,P35396,4.96940612792969,7.52,2.55059387207031,6.50552910024263
PREDICTION,CHEMBL38508,P35396,7.09385824203491,4.47,-2.62385824203491,6.88463207429454
PREDICTION,CHEMBL412079,P35398,4.92520189285278,4.69,-0.235201892852783,0.055319930401532
PREDICTION,CHEMBL3596632,P35398,5.70145416259766,5.08,-0.621454162597656,0.386205276209954
PREDICTION,CHEMBL2385912,P35398,5.29385232925415,5.04,-0.25385232925415,0.064441005067758
PREDICTION,CHEMBL1091940,P35398,5.08881711959839,4.44,-0.648817119598388,0.420963654683949
PREDICTION,CHEMBL1765167,P35398,5.43413305282593,5.8,0.365866947174072,0.133858623034475
PREDICTION,CHEMBL3598047,P35398,5.89384651184082,4.55,-1.34384651184082,1.80592344738674
PREDICTION,CHEMBL1765175,P35398,5.05266332626343,5.12,0.067336673736572,0.004534227629906
PREDICTION,CHEMBL4225808,P35398,5.65568161010742,4.9,-0.755681610107422,0.571054695854545
PREDICTION,CHEMBL2385743,P35398,5.27141237258911,5.11,-0.161412372589111,0.026053954024846
PREDICTION,CHEMBL4085975,P35398,5.37536668777466,5.08,-0.295366687774658,0.087241480246972
PREDICTION,CHEMBL2385909,P35398,4.96868181228638,6.96,1.99131818771362,3.96534812471907
PREDICTION,CHEMBL144112,P37230,5.04835557937622,4.7,-0.348355579376221,0.121351609682542
PREDICTION,CHEMBL345009,P37230,6.05019664764404,5.34,-0.710196647644043,0.504379278324837
PREDICTION,CHEMBL3115241,P37231,5.30933666229248,4.85,-0.459336662292481,0.210990169325997
PREDICTION,CHEMBL1783064,P37231,5.63316488265991,5.86,0.226835117340088,0.051454170458692
PREDICTION,CHEMBL442909,P37231,5.208092212677,8.22,3.011907787323,9.07158851933692
PREDICTION,CHEMBL3827378,P37231,5.26569128036499,5.15,-0.11569128036499,0.013384472352491
PREDICTION,CHEMBL1801737,P37231,5.67929124832153,6.84,1.16070875167847,1.34724480622298
PREDICTION,CHEMBL118756,P37231,5.42327642440796,6.79,1.36672357559204,1.86793333207909
PREDICTION,CHEMBL4161305,P37231,5.60794162750244,5.72,0.112058372497558,0.012557078846802
PREDICTION,CHEMBL1017,P37231,6.16716480255127,6.52,0.35283519744873,0.124492676558684
PREDICTION,CHEMBL109975,P37231,4.9445538520813,9.47,4.5254461479187,20.4796628377122
PREDICTION,CHEMBL145829,P37231,5.95665740966797,6.05,0.093342590332031,0.008712839169893
PREDICTION,CHEMBL3699376,P37231,8.69834136962891,6.55,-2.14834136962891,4.61537064045901
PREDICTION,CHEMBL241299,P37231,6.72155857086182,4.91,-1.81155857086182,3.28174445566291
PREDICTION,CHEMBL146258,P37231,7.93778133392334,5.36,-2.57778133392334,6.64495660552359
PREDICTION,CHEMBL2282523,P37231,8.54041290283203,6.18,-2.36041290283203,5.57154907185594
PREDICTION,CHEMBL279053,P37231,6.96788740158081,5.74,-1.22788740158081,1.50770747096087
PREDICTION,CHEMBL3115244,P37231,6.72956275939941,6.89,0.160437240600586,0.02574010817153
PREDICTION,CHEMBL482824,P37231,7.3121190071106,5.35,-1.9621190071106,3.84991099806467
PREDICTION,CHEMBL4172668,P37231,5.95310020446777,6.22,0.266899795532226,0.071235500855144
PREDICTION,CHEMBL2338486,P37231,6.53372001647949,6.79,0.256279983520508,0.065679429953272
PREDICTION,CHEMBL434935,P37231,6.3102707862854,7.47,1.1597292137146,1.34497184914308
PREDICTION,CHEMBL3699438,P37231,5.85387563705444,6.96,1.10612436294556,1.22351110630171
PREDICTION,CHEMBL40614,P37231,5.35364532470703,7.75,2.39635467529297,5.74251572979847
PREDICTION,CHEMBL3699394,P37231,7.39981555938721,6.81,-0.589815559387207,0.347882394095243
PREDICTION,CHEMBL447538,P37231,6.81951904296875,6.54,-0.27951904296875,0.078130895382166
PREDICTION,CHEMBL3398436,P37231,5.04708766937256,8.66,3.61291233062744,13.0531355087998
PREDICTION,CHEMBL501979,P37231,5.41856718063355,5.94,0.521432819366456,0.271892185112451
PREDICTION,CHEMBL2158961,P37231,7.50892400741577,5.77,-1.73892400741577,3.02385670356693
PREDICTION,CHEMBL3695846,P37231,7.54176092147827,8.32,0.778239078521729,0.60565606333835
PREDICTION,CHEMBL200893,P37231,6.40506553649902,8.4,1.99493446350098,3.97976351366393
PREDICTION,CHEMBL1760422,P37231,5.24483728408814,8.1,2.85516271591186,8.15195413433322
PREDICTION,CHEMBL358325,P37231,8.12435245513916,4.52,-3.60435245513916,12.9913566208677
PREDICTION,CHEMBL295416,P37231,5.3091516494751,6.57,1.2608483505249,1.58973856302137
PREDICTION,CHEMBL255930,P37231,6.19893646240234,6.68,0.481063537597656,0.231422127205971
PREDICTION,CHEMBL3699401,P37231,7.44109725952148,6.8,-0.641097259521485,0.411005696165958
PREDICTION,CHEMBL3695806,P37231,8.48989391326904,6.65,-1.83989391326904,3.38520961208447
PREDICTION,CHEMBL333890,P37231,5.88747215270996,5.71,-0.177472152709961,0.031496364987508
PREDICTION,CHEMBL424133,P37231,5.5109748840332,4.72,-0.790974884033203,0.625641267171339
PREDICTION,CHEMBL147599,P37231,5.68542051315308,7.89,2.20457948684692,4.86017071382624
PREDICTION,CHEMBL843,P37231,6.85734701156616,6.46,-0.397347011566162,0.15788464760056
PREDICTION,CHEMBL3398452,P37231,5.57716035842896,7.92,2.34283964157104,5.48889758611674
PREDICTION,CHEMBL4101596,P37231,6.19888591766357,6.46,0.261114082336426,0.068180563994394
PREDICTION,CHEMBL4078402,P37231,6.29174947738647,5.39,-0.901749477386475,0.813152119966781
PREDICTION,CHEMBL215245,P37231,7.47224760055542,6.89,-0.58224760055542,0.339012268352544
PREDICTION,CHEMBL3695764,P37231,8.00822448730469,5.51,-2.49822448730469,6.24112558896877
PREDICTION,CHEMBL4281988,P37231,5.24385070800781,8.34,3.09614929199219,9.58614043830372
PREDICTION,CHEMBL3115242,P37231,5.54954719543457,8.4,2.85045280456543,8.12508119105493
PREDICTION,CHEMBL50885,P37231,6.10695362091064,6.16,0.053046379089356,0.002813918334492
PREDICTION,CHEMBL3398457,P37231,6.02877235412598,7.52,1.49122764587402,2.22375989181898
PREDICTION,CHEMBL3318038,P37231,6.18164920806885,7.2,1.01835079193115,1.03703833542681
PREDICTION,CHEMBL342514,P37231,6.53711605072022,4.38,-2.15711605072021,4.65314965627478
PREDICTION,CHEMBL3397709,P37231,5.63168525695801,6.42,0.788314743041992,0.621440134097362
PREDICTION,CHEMBL1801738,P37231,6.21781492233276,7.66,1.44218507766724,2.07989779824605
PREDICTION,CHEMBL1173474,P37231,4.38291740417481,5.82,1.4370825958252,2.06520638722368
PREDICTION,CHEMBL525989,P37231,6.41970682144165,5.47,-0.949706821441651,0.901943046692803
PREDICTION,CHEMBL211371,P37231,7.23041343688965,7,-0.230413436889648,0.0530903518993
PREDICTION,CHEMBL2377529,P37231,6.4673490524292,6.6,0.1326509475708,0.017596273891431
PREDICTION,CHEMBL477940,P37231,4.87504720687866,7.34,2.46495279312134,6.07599227231668
PREDICTION,CHEMBL383728,P37231,6.39042472839356,6.46,0.069575271606445,0.004840718419111
PREDICTION,CHEMBL1946753,P37231,7.50556707382202,5.1,-2.40556707382202,5.78675294665664
PREDICTION,CHEMBL3597400,P37231,5.06981706619263,7.21,2.14018293380737,4.58038299016033
PREDICTION,CHEMBL221489,P37231,6.64706611633301,8,1.35293388366699,1.83043009357425
PREDICTION,CHEMBL207103,P37231,5.53968954086304,8.4,2.86031045913696,8.18137592264831
PREDICTION,CHEMBL3094431,P37231,4.97986459732056,7.1,2.12013540267944,4.49497412569472
PREDICTION,CHEMBL200732,P37231,8.77909183502197,7.75,-1.02909183502197,1.05903000490889
PREDICTION,CHEMBL3827740,P37231,5.80525302886963,5.23,-0.575253028869629,0.330916047223682
PREDICTION,CHEMBL3695869,P37231,9.1658411026001,7.1,-2.0658411026001,4.26769946119199
PREDICTION,CHEMBL3695776,P37231,7.48812246322632,7.96,0.471877536773682,0.222668409711597
PREDICTION,CHEMBL236877,P37231,7.61387634277344,5.82,-1.79387634277344,3.2179923331622
PREDICTION,CHEMBL200071,P37231,6.71027803421021,5.91,-0.800278034210205,0.64044493203935
PREDICTION,CHEMBL4281316,P37231,5.5366678237915,5.41,-0.126667823791504,0.016044737584076
PREDICTION,CHEMBL3985281,P37231,5.4053111076355,6.2,0.794688892364502,0.631530435647519
PREDICTION,CHEMBL3115245,P37231,5.83399534225464,5.87,0.036004657745362,0.001296335379361
PREDICTION,CHEMBL497991,P37231,5.52368116378784,6,0.476318836212158,0.226879633730505
PREDICTION,CHEMBL181554,P37231,8.35464382171631,8.28,-0.074643821716309,0.005571700120416
PREDICTION,CHEMBL427299,P37231,7.88313102722168,6.03,-1.85313102722168,3.43409460405168
PREDICTION,CHEMBL149438,P37231,4.85103321075439,5.85,0.998966789245605,0.997934646015673
PREDICTION,CHEMBL366207,P37231,4.79282331466675,5.77,0.977176685333252,0.95487427435888
PREDICTION,CHEMBL4176762,P37231,6.43269300460815,5.3,-1.13269300460815,1.28299344268825
PREDICTION,CHEMBL573966,P37231,4.85284519195557,7.37,2.51715480804443,6.33606832766121
PREDICTION,CHEMBL3695825,P37231,7.77032899856567,6.02,-1.75032899856567,3.06365160321992
PREDICTION,CHEMBL6,P37231,5.9241509437561,6.75,0.825849056243897,0.682026663698935
PREDICTION,CHEMBL501982,P37231,6.32263898849487,6.34,0.017361011505127,0.000301404720481
PREDICTION,CHEMBL2204699,P37231,4.32937240600586,8,3.67062759399414,13.4735069337912
PREDICTION,CHEMBL4095614,P37231,5.96155309677124,6.77,0.808446903228759,0.653586395340171
PREDICTION,CHEMBL470574,P37231,5.60872077941895,9.27,3.66127922058105,13.4049655310586
PREDICTION,CHEMBL230523,P37231,6.05574369430542,7.7,1.64425630569458,2.70357879881639
PREDICTION,CHEMBL485155,P37231,5.15410137176514,6.12,0.965898628234863,0.932960160025991
PREDICTION,CHEMBL330938,P37231,6.34684038162231,7.22,0.873159618377685,0.762407719165465
PREDICTION,CHEMBL3678112,P37231,7.30587577819824,6.99,-0.315875778198242,0.099777507252345
PREDICTION,CHEMBL355695,P37231,7.21523189544678,8.52,1.30476810455322,1.70241980665941
PREDICTION,CHEMBL146579,P37231,8.1635274887085,4.68,-3.4835274887085,12.1349637645877
PREDICTION,CHEMBL472244,P37231,5.88900136947632,7.6,1.71099863052368,2.92751631365391
PREDICTION,CHEMBL221123,P37231,7.20754718780518,7.16,-0.047547187805176,0.002260735068181
PREDICTION,CHEMBL111271,P37231,5.87526178359985,4.28,-1.59526178359985,2.54486015821419
PREDICTION,CHEMBL416794,P37231,5.13463592529297,4.65,-0.484635925292968,0.234871980084572
PREDICTION,CHEMBL3895481,P37231,5.4219651222229,4.27,-1.1519651222229,1.32702364281802
PREDICTION,CHEMBL2312700,P37231,5.28245306015015,5.98,0.697546939849854,0.486571733293896
PREDICTION,CHEMBL487611,P37231,4.1644229888916,5.08,0.915577011108399,0.838281263270189
PREDICTION,CHEMBL3764209,P37231,5.71304512023926,5.57,-0.143045120239258,0.020461906424264
PREDICTION,CHEMBL3398450,P37231,5.84056854248047,5.27,-0.570568542480469,0.325548461668287
PREDICTION,CHEMBL3695773,P37231,8.03413200378418,7.85,-0.18413200378418,0.033904594817577
PREDICTION,CHEMBL355924,P37231,7.34763765335083,6.13,-1.21763765335083,1.48264145485772
PREDICTION,CHEMBL3678162,P37231,6.37694406509399,6.02,-0.356944065093995,0.127409065605826
PREDICTION,CHEMBL3893980,P37231,6.39261388778687,5.73,-0.662613887786865,0.439057164288024
PREDICTION,CHEMBL4174671,P37231,7.0289797782898,5.7,-1.32897977828979,1.76618725110319
PREDICTION,CHEMBL3317867,P37231,7.50768804550171,6.8,-0.707688045501709,0.500822369746029
PREDICTION,CHEMBL3764004,P37231,5.67423057556152,6.16,0.485769424438477,0.235971933719289
PREDICTION,CHEMBL223349,P37231,6.11426591873169,7.3,1.18573408126831,1.4059653114812
PREDICTION,CHEMBL121106,P37231,7.42185211181641,5.53,-1.89185211181641,3.5791044129842
PREDICTION,CHEMBL440758,P37231,6.98525094985962,5.07,-1.91525094985962,3.66818620093817
PREDICTION,CHEMBL1947140,P37231,6.03841018676758,8,1.96158981323242,3.84783459537721
PREDICTION,CHEMBL196261,P37231,5.715989112854,7.41,1.694010887146,2.86967288576916
PREDICTION,CHEMBL601678,P37231,6.8963418006897,7.92,1.0236581993103,1.04787610901521
PREDICTION,CHEMBL364378,P37231,6.97423553466797,8.74,1.76576446533203,3.11792414702931
PREDICTION,CHEMBL253416,P37231,7.10477066040039,7.37,0.265229339599609,0.070346602584445
PREDICTION,CHEMBL4293061,P37231,7.13709163665772,6.31,-0.827091636657715,0.684080575429138
PREDICTION,CHEMBL1760419,P37231,5.71858024597168,5.01,-0.70858024597168,0.502085964981286
PREDICTION,CHEMBL3695895,P37231,8.11080837249756,7.15,-0.960808372497558,0.923152728661407
PREDICTION,CHEMBL384746,P37231,5.22222089767456,5.35,0.127779102325439,0.016327498991095
PREDICTION,CHEMBL4169333,P37231,5.86035013198853,7.75,1.88964986801147,3.57077662367578
PREDICTION,CHEMBL371087,P37231,6.80867624282837,6,-0.808676242828369,0.653957265715007
PREDICTION,CHEMBL147049,P37231,6.47269582748413,5.84,-0.632695827484131,0.400304010115829
PREDICTION,CHEMBL3765679,P37231,5.06023931503296,6.94,1.87976068496704,3.53350023274776
PREDICTION,CHEMBL4162863,P37231,6.57853126525879,7.3,0.721468734741211,0.520517135209084
PREDICTION,CHEMBL3678125,P37231,8.45987415313721,4.68,-3.77987415313721,14.2874486135547
PREDICTION,CHEMBL3354989,P37231,6.65344142913818,5.84,-0.813441429138184,0.661686958638371
PREDICTION,CHEMBL3735906,P37231,6.91093921661377,6.67,-0.24093921661377,0.058051706102457
PREDICTION,CHEMBL523651,P37231,5.55276823043823,5.88,0.327231769561767,0.107080631010526
PREDICTION,CHEMBL3958255,P37231,5.58860445022583,6.23,0.64139554977417,0.41138825127011
PREDICTION,CHEMBL2204695,P37231,5.05761384963989,4.65,-0.407613849639892,0.166149050418253
PREDICTION,CHEMBL2011538,P37231,4.64831733703613,8.52,3.87168266296387,14.989926642695
PREDICTION,CHEMBL373685,P37231,7.14795064926147,7.66,0.512049350738526,0.262194537591746
PREDICTION,CHEMBL190169,P37231,6.46067190170288,7.13,0.669328098297119,0.448000103170038
PREDICTION,CHEMBL575687,P37231,6.02608680725098,5.53,-0.496086807250976,0.246102120328467
PREDICTION,CHEMBL359377,P37231,5.95624494552612,6.12,0.163755054473877,0.026815717865743
PREDICTION,CHEMBL3094417,P37231,4.72015857696533,6.15,1.42984142303467,2.04444649502581
PREDICTION,CHEMBL2377521,P37231,6.93354940414429,7.66,0.726450595855713,0.527730468219121
PREDICTION,CHEMBL1092235,P37231,4.80313587188721,5.33,0.526864128112793,0.277585809492054
PREDICTION,CHEMBL3695898,P37231,7.67102384567261,5.1,-2.57102384567261,6.61016361501717
PREDICTION,CHEMBL3598140,P37231,5.85246896743774,5.63,-0.222468967437744,0.049492441472816
PREDICTION,CHEMBL508733,P37231,5.91462564468384,5.3,-0.614625644683838,0.377764683103024
PREDICTION,CHEMBL3585572,P37231,8.1088171005249,8.66,0.551182899475098,0.303802588673776
PREDICTION,CHEMBL146217,P37231,8.07520771026611,7.63,-0.445207710266113,0.198209905280396
PREDICTION,CHEMBL3695780,P37231,7.71956729888916,8.52,0.800432701110839,0.640692509007594
PREDICTION,CHEMBL501440,P37231,5.8476185798645,6.52,0.672381420135498,0.452096774143429
PREDICTION,CHEMBL3956415,P37231,5.26563787460327,4.76,-0.505637874603272,0.255669660233314
PREDICTION,CHEMBL495904,P37231,5.61384773254395,9.05,3.43615226745606,11.8071424051434
PREDICTION,CHEMBL3699385,P37231,7.98978662490845,5.1,-2.88978662490845,8.35086673749976
PREDICTION,CHEMBL3115243,P37231,5.86194229125977,6.58,0.718057708740234,0.515606873081275
PREDICTION,CHEMBL4242324,P37231,5.24131774902344,4.43,-0.811317749023438,0.658236489880458
PREDICTION,CHEMBL2011540,P37231,4.4006872177124,5.4,0.999312782287598,0.99862603684338
PREDICTION,CHEMBL3695779,P37231,8.10523700714111,6.5,-1.60523700714111,2.57678584909536
PREDICTION,CHEMBL4068424,P37231,4.96665525436401,7,2.03334474563599,4.13449085460547
PREDICTION,CHEMBL3263246,P37231,5.00049686431885,7.15,2.14950313568115,4.62036373030311
PREDICTION,CHEMBL109638,P37231,5.42366695404053,5.48,0.056333045959473,0.003173412067072
PREDICTION,CHEMBL3699367,P37231,7.85965156555176,8.57,0.710348434448243,0.504594898323069
PREDICTION,CHEMBL3736374,P37231,7.55058336257935,5.23,-2.32058336257935,5.38510714268006
PREDICTION,CHEMBL64972,P37231,5.90982627868652,6.55,0.640173721313476,0.409822393460345
PREDICTION,CHEMBL228492,P37231,5.7432656288147,6.48,0.736734371185303,0.542777533685804
PREDICTION,CHEMBL191275,P37231,4.73591136932373,7.75,3.01408863067627,9.08473027357195
PREDICTION,CHEMBL300629,P37231,5.64140462875366,6.78,1.13859537124634,1.29639941942359
PREDICTION,CHEMBL595440,P37231,5.04402446746826,5.19,0.145975532531739,0.021308856097925
PREDICTION,CHEMBL272137,P37231,7.44534635543823,5.8,-1.64534635543823,2.70716462935387
PREDICTION,CHEMBL4285849,P37231,5.97430896759033,7.06,1.08569103240967,1.17872501785477
PREDICTION,CHEMBL488991,P37231,7.52550411224365,6.85,-0.675504112243653,0.456305805658085
PREDICTION,CHEMBL1426715,P37231,5.64800500869751,5.38,-0.26800500869751,0.071826684686952
PREDICTION,CHEMBL3904658,P37231,6.76845502853394,5.77,-0.998455028533936,0.996912444004703
PREDICTION,CHEMBL430505,P37231,6.20014047622681,7.38,1.17985952377319,1.39206849583831
PREDICTION,CHEMBL202236,P37231,7.64940738677979,7.08,-0.569407386779785,0.324224772119384
PREDICTION,CHEMBL565198,P37231,7.11604070663452,7.93,0.813959293365478,0.662529731256029
PREDICTION,CHEMBL489507,P37231,6.40593767166138,5.17,-1.23593767166138,1.52754192823175
PREDICTION,CHEMBL4095891,P37231,6.79715061187744,4.97,-1.82715061187744,3.33847935848411
PREDICTION,CHEMBL179604,P37231,7.27993535995483,5.6,-1.67993535995483,2.82218281362658
PREDICTION,CHEMBL234799,P37231,5.27967500686646,9,3.72032499313354,13.8408180545341
PREDICTION,CHEMBL3699400,P37231,7.78034400939941,7.42,-0.360344009399414,0.129847805110045
PREDICTION,CHEMBL2312717,P37231,6.15886878967285,6.31,0.151131210327148,0.022840642734949
PREDICTION,CHEMBL320925,P37231,5.73971080780029,5.29,-0.449710807800293,0.202239810652392
PREDICTION,CHEMBL241471,P37231,6.30834770202637,7.92,1.61165229797363,2.59742312956369
PREDICTION,CHEMBL23296,P37231,6.63642692565918,5.75,-0.88642692565918,0.785752694533585
PREDICTION,CHEMBL86657,P37231,5.14118194580078,4.41,-0.731181945800781,0.534627037865016
PREDICTION,CHEMBL1760420,P37231,5.52248811721802,5.1,-0.422488117218018,0.178496209190426
PREDICTION,CHEMBL323773,P37231,6.09430170059204,6.87,0.775698299407959,0.6017078517044
PREDICTION,CHEMBL3397561,P37231,5.04091358184814,5.99,0.949086418151856,0.900765029120319
PREDICTION,CHEMBL111480,P37231,5.43726587295532,6.36,0.922734127044678,0.851438269212904
PREDICTION,CHEMBL381876,P37231,5.41962242126465,7.03,1.61037757873535,2.59331594609353
PREDICTION,CHEMBL3699424,P37231,7.11690425872803,5.22,-1.89690425872803,3.59824576678053
PREDICTION,CHEMBL3699430,P37231,7.17417192459106,5.19,-1.98417192459106,3.93693822633541
PREDICTION,CHEMBL430894,P37231,6.43734788894653,6,-0.437347888946533,0.191273175965989
PREDICTION,CHEMBL94306,P37231,6.64687204360962,7.31,0.663127956390381,0.439738686546482
PREDICTION,CHEMBL1933845,P37231,7.38991355895996,5.28,-2.10991355895996,4.45173522628309
PREDICTION,CHEMBL4078107,P37231,6.6829833984375,7.96,1.2770166015625,1.63077140066624
PREDICTION,CHEMBL421781,P37231,7.19902276992798,7.36,0.160977230072022,0.025913668601661
PREDICTION,CHEMBL315048,P37231,5.56597566604614,5.75,0.184024333953857,0.033864955487161
PREDICTION,CHEMBL383986,P37231,7.63597059249878,5.17,-2.46597059249878,6.08101096306878
PREDICTION,CHEMBL3398444,P37231,6.38244915008545,5.8,-0.582449150085449,0.339247012435262
PREDICTION,CHEMBL146133,P37231,6.80477142333984,8.29,1.48522857666016,2.20590392492795
PREDICTION,CHEMBL2031860,P37231,5.5712513923645,4.75,-0.821251392364502,0.674453849460633
PREDICTION,CHEMBL396480,P37231,6.71072959899902,5.07,-1.64072959899902,2.6919936170315
PREDICTION,CHEMBL3976442,P37231,6.74271678924561,7.24,0.497283210754395,0.2472905916982
PREDICTION,CHEMBL4173064,P37231,7.14172697067261,9.22,2.07827302932739,4.31921878442966
PREDICTION,CHEMBL2048021,P37231,5.52470922470093,5.77,0.245290775299072,0.06016756444682
PREDICTION,CHEMBL356350,P37231,6.25368690490723,6.8,0.546313095092773,0.298457997869845
PREDICTION,CHEMBL145929,P37231,5.74260520935059,6.31,0.567394790649414,0.321936848456092
PREDICTION,CHEMBL172490,P37231,7.84733533859253,6.33,-1.51733533859253,2.30230652974171
PREDICTION,CHEMBL15594,P37231,5.97156667709351,5.66,-0.311566677093506,0.097073794275089
PREDICTION,CHEMBL4127761,P37231,5.65377950668335,7.14,1.48622049331665,2.20885135475439
PREDICTION,CHEMBL3598150,P37231,6.25269174575806,5.82,-0.432691745758056,0.187222146847154
PREDICTION,CHEMBL82602,P37231,9.25399208068848,7.89,-1.36399208068848,1.86047439618088
PREDICTION,CHEMBL2042810,P37231,7.12364530563355,7.72,0.596354694366455,0.355638921492908
PREDICTION,CHEMBL2104753,P37231,5.82192134857178,5.92,0.098078651428223,0.009619421865979
PREDICTION,CHEMBL198091,P37231,7.46813488006592,7.52,0.051865119934082,0.002689990665777
PREDICTION,CHEMBL602670,P37231,7.4195032119751,5.65,-1.7695032119751,3.13114161719019
PREDICTION,CHEMBL383607,P37231,5.26777839660645,6.32,1.05222160339356,1.1071703026481
PREDICTION,CHEMBL3695901,P37231,8.37606334686279,6.3,-2.07606334686279,4.31003902018714
PREDICTION,CHEMBL414442,P37231,7.50353622436523,5.85,-1.65353622436523,2.73418204528804
PREDICTION,CHEMBL3699345,P37231,7.04921007156372,4.6,-2.44921007156372,5.99862997464917
PREDICTION,CHEMBL112725,P37231,6.42677927017212,7.89,1.46322072982788,2.14101490419804
PREDICTION,CHEMBL4177154,P37231,6.31974315643311,7.34,1.02025684356689,1.04092402684508
PREDICTION,CHEMBL2113106,P37231,5.83966159820557,6.41,0.570338401794434,0.325285892561429
PREDICTION,CHEMBL197636,P37231,7.37180423736572,5.64,-1.73180423736572,2.99914591655787
PREDICTION,CHEMBL4068985,P37231,5.99606943130493,7.1,1.10393056869507,1.21866270049942
PREDICTION,CHEMBL3263232,P37231,5.26693487167358,7.07,1.80306512832642,3.25104385698676
PREDICTION,CHEMBL3699366,P37231,7.88086271286011,7.77,-0.110862712860108,0.012290541102703
PREDICTION,CHEMBL4160661,P37231,6.25354146957397,6.89,0.636458530426025,0.405079460952056
PREDICTION,CHEMBL3398458,P37231,5.68880224227905,5.53,-0.158802242279053,0.025218152152855
PREDICTION,CHEMBL3699428,P37231,8.23892593383789,5.1,-3.13892593383789,9.85285601812008
PREDICTION,CHEMBL1760408,P37231,5.5353741645813,7.68,2.1446258354187,4.59941997394536
PREDICTION,CHEMBL202617,P37231,6.25366735458374,4.3,-1.95366735458374,3.81681613236623
PREDICTION,CHEMBL4170144,P37231,6.5703911781311,4.96,-1.6103911781311,2.59335974660248
PREDICTION,CHEMBL3695828,P37231,7.21317338943481,8.06,0.846826610565186,0.717115308361321
PREDICTION,CHEMBL173159,P37231,7.21336650848389,6.75,-0.463366508483887,0.214708521184548
PREDICTION,CHEMBL404646,P37231,6.51384019851685,6,-0.513840198516846,0.264031749611831
PREDICTION,CHEMBL381891,P37231,6.97793436050415,7.22,0.242065639495849,0.058595773824535
PREDICTION,CHEMBL3398435,P37231,5.89944505691528,8.22,2.32055494308472,5.38497524387492
PREDICTION,CHEMBL148664,P37231,6.69532155990601,7.24,0.544678440093994,0.296674603103227
PREDICTION,CHEMBL3764076,P37231,5.19660329818726,5.96,0.763396701812744,0.582774524338576
PREDICTION,CHEMBL3695778,P37231,8.06060600280762,4.68,-3.38060600280762,11.4284969462189
PREDICTION,CHEMBL343459,P37231,7.40589904785156,7.77,0.364100952148437,0.132569503355398
PREDICTION,CHEMBL199432,P37231,6.23851537704468,9.1,2.86148462295532,8.18809424740976
PREDICTION,CHEMBL200045,P37231,6.84057521820068,7.92,1.07942478179932,1.1651578595625
PREDICTION,CHEMBL3393182,P37231,4.75106573104858,6.41,1.65893426895142,2.75206290870137
PREDICTION,CHEMBL179542,P37231,8.16999340057373,6.76,-1.40999340057373,1.98808138966147
PREDICTION,CHEMBL4170594,P37231,7.47600269317627,7.37,-0.106002693176269,0.011236570960622
PREDICTION,CHEMBL403432,P37231,6.50161790847778,6.75,0.248382091522217,0.061693663388951
PREDICTION,CHEMBL3818976,P37231,6.08784246444702,4.23,-1.85784246444702,3.45157862270258
PREDICTION,CHEMBL198023,P37231,7.2890362739563,6.14,-1.1490362739563,1.32028435886738
PREDICTION,CHEMBL1760412,P37231,4.88389587402344,7.06,2.17610412597656,4.73542916709222
PREDICTION,CHEMBL3695844,P37231,7.18864583969116,5.46,-1.72864583969116,2.98821643908156
PREDICTION,CHEMBL519351,P37231,8.76455879211426,6.83,-1.93455879211426,3.74251772014658
PREDICTION,CHEMBL2331783,P37231,6.03582811355591,6.69,0.654171886444092,0.427940857013822
PREDICTION,CHEMBL180912,P37231,5.26165962219238,6.26,0.998340377807617,0.996683509961055
PREDICTION,CHEMBL3695767,P37231,7.88390064239502,6.85,-1.03390064239502,1.06895053834483
PREDICTION,CHEMBL144877,P37231,5.81521081924439,5.47,-0.345210819244385,0.119170509723379
PREDICTION,CHEMBL3695909,P37231,8.12669086456299,7.1,-1.02669086456299,1.0540941313771
PREDICTION,CHEMBL425254,P37231,6.3186821937561,5.93,-0.388682193756104,0.151073847743057
PREDICTION,CHEMBL3398455,P37231,5.40568113327026,4.6,-0.805681133270264,0.649122088507657
PREDICTION,CHEMBL4163093,P37231,7.00750637054443,5.41,-1.59750637054443,2.55202660393005
PREDICTION,CHEMBL1092237,P37231,5.01679658889771,5.97,0.953203411102295,0.90859674293705
PREDICTION,CHEMBL2206302,P37231,5.6224570274353,6.99,1.3675429725647,1.87017378181109
